student_number,student_id,rdm_condition,condition_assignment,FH2T,DragonBox,Instant,Delay,initial_school_id,virtual,initial_teacher_id,initial_teacher_class,initial_section_number,final_school_id,final_teacher_id,final_teacher_class,final_section_number,courseName,movement,stay_INPERSON,stay_VIRTUAL,INP_VIR,VIR_INP,KEEP,student_raceEthnicityFed,student_hispanicEthnicity,FEMALE,MALE,ScaleScore_5th grade,PerformanceLevel_5th grade,Scale.Score_7th.grade,Performance.Level_7th.grade,math_score_7th.grade,EIP,EL_PARENT_DENIED,ESOL_C,ESOL_FORMER,ESOL,GIFTED,IEP,IST,LEPM1,LEPM2,LEPM3,LEPM4,SECTION504,SST,IN5,AbsentDays5,PresentDays5,UnexcusedDays5,MOBILE5,G5SCHOOL,G5SCHOOL2,G5SCHOOL3,MEMBERSHIPDAYS5,ADM5,ADA5,Absencesavg.Daily5,PercentInAttendance5,IN6,AbsentDays6,PresentDays6,UnexcusedDays6,MOBILE6,G6SCHOOL,G6SCHOOL2,G6SCHOOL3,MEMBERSHIPDAYS6,ADM6,ADA6,Absencesavg.Daily6,PercentInAttendance6,fidelity_started_sum,fidelity_complete_sum,fidelity_complete_percent,pre.total_math_score,pre.percentage_math_score,pre.sub_P_score,pre.sub_C_score,pre.sub_F_score,pre.math_completed_num,pre.math_completed_percent,pre.total_time_on_tasks,pre.avg_time_on_tasks,pre_MA_total_score,pre_MA_avg_score,pre_negative_reaction_score,pre_numerical_confindence_score,pre_worry_score,pre_MSE_total_score,pre_MSE_avg_score,pre_PS_tasks_total_score,pre_PS_completed_num,pre_PS_completed_percent,pre_PS_total_RT_sec,pre_PS_total_RT_min,pre_PS_avg_RT_sec,mid.total_math_score,mid.percentage_math_score,mid.sub_P_score,mid.sub_C_score,mid.sub_F_score,mid.math_completed_num,mid.math_completed_percent,mid.total_time_on_tasks,mid.avg_time_on_tasks,mid_MA_total_score,mid_MA_avg_score,mid_negative_reaction_score,mid_numerical_confindence_score,mid_worry_score,mid_PS_tasks_total_score,mid_PS_completed_num,mid_PS_completed_percent,mid_PS_total_RT_sec,mid_PS_total_RT_min,mid_PS_avg_RT_sec,post.total_math_score,post.percentage_math_score,post.sub_P_score,post.sub_C_score,post.sub_F_score,post.math_completed_num,post.math_completed_percent,post.total_time_on_tasks,post.avg_time_on_tasks,post_MA_total_score,post_MA_avg_score,post_negative_reaction_score,post_numerical_confindence_score,post_worry_score,post_MSE_total_score,post_MSE_avg_score,post_PS_tasks_total_score,post_PS_completed_num,post_PS_completed_percent,post_PS_total_RT_sec,post_PS_total_RT_min,post_PS_avg_RT_sec,delayed.total_math_score,delayed.percentage_math_score,delayed.sub_P_score,delayed.sub_C_score,delayed.sub_F_score,delayed.math_completed_num,delayed.math_completed_percent,delayed.total_time_on_tasks,delayed.avg_time_on_tasks,delayed_PS_tasks_total_score,delayed_PS_completed_num,delayed_PS_completed_percent,delayed_PS_total_RT_sec,delayed_PS_total_RT_min,delayed_PS_avg_RT_sec,started_intro_survey,complete_intro_survey,started_assignment_2,complete_assignment_2,started_assignment_3,complete_assignment_3,started_assignment_4,complete_assignment_4,started_assignment_5,complete_assignment_5,started_common_mid,complete_common_mid,started_assignment_7,complete_assignment_7,started_assignment_8,complete_assignment_8,started_assignment_9,complete_assignment_9,started_assignment_10,complete_assignment_10,started_assignment_11,complete_assignment_11,started_closing_survey,complete_closing_survey,started_delayed_posttest,complete_delayed_posttest
119370,F7S1111-108,FH2T,FH2T,1,0,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,1,0,686,Distinguished Learner,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,1,178,0,1,DAVES CREEK,,,179,1,0.99,0,99.44,1,0.82,177.18,0.82,1,SFMS,,,178,1,1,0,99.54,12,12,0.9230769231,8,80,3,2,3,10,100,271.823,27.1823,5,0.5555555556,0,1,4,23,4.6,9,16,100,373.021948,6.217032467,23.31387175,8,80,3,3,2,10,100,206.903,20.6903,4,0.4444444444,0,1,3,12,16,100,156.588023,2.609800383,9.786751438,8,80,3,3,2,10,100,163.712,16.3712,5,0.5555555556,0,1,4,25,5,8,16,100,188.799469,3.146657817,11.79996681,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
119374,F7S1111-110,FH2T,FH2T,1,0,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,1,0,617,Distinguished Learner,618,Distinguished Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,3,1,DAVES CREEK,,,179,1,0.98,0.02,98.32,1,1.27,176.73,0.46,1,SFMS,,,178,1,0.99,0,99.29,12,12,0.9230769231,9,90,3,4,2,10,100,1049.219,104.9219,16,1.777777778,3,6,7,14,2.8,14,16,100,1612.471721,26.87452868,100.7794826,6,60,2,2,2,10,100,489.61,48.961,16,1.777777778,4,6,6,11,16,100,382.242168,6.3707028,23.8901355,10,100,3,4,3,10,100,310.91,31.091,21,2.333333333,4,9,8,18,3.6,8,16,100,229.86578,3.831096333,14.36661125,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
119589,F7S1111-113,ASSISTments,Instant,0,0,1,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,0,1,725,Distinguished Learner,693,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,5,174,5,1,BROOKWOOD,,,179,1,0.97,0.03,97.21,1,2.88,175.12,1.75,1,SFMS,,,178,1,0.98,0.01,98.38,12,12,0.9230769231,9,90,3,4,2,10,100,480.051,48.0051,5,0.5555555556,0,0,5,25,5,14,16,100,542.178761,9.036312683,33.88617256,9,90,2,4,3,10,100,401.115,40.1115,6,0.6666666667,0,0,6,,,,,,,9,90,3,4,2,10,100,908.812,90.8812,5,0.5555555556,0,0,5,25,5,12,12,75,184.935644,3.082260733,15.41130367,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
120035,F7S1111-115,FH2T,FH2T,1,0,0,0,S11,1,F7T1111,F7T1111-1,81,S09,F7T0902,F7T0902-5,16,Accelerated Mathematics,VIRTUAL_INPERSON,0,0,0,1,1,3,N,1,0,686,Distinguished Learner,672,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,4,175,0,1,DAVES CREEK,,,179,1,0.98,0,97.77,1,0.22,177.78,0.11,1,SFMS,,,178,1,1,0,99.88,9,9,0.6923076923,8,80,2,4,2,10,100,2915.393,291.5393,9,1,2,4,3,20,4,13,16,100,853.767077,14.22945128,53.36044231,10,100,3,4,3,10,100,903.398,90.3398,9,1,1,6,2,14,16,100,547.02505,9.117084167,34.18906563,10,100,3,4,3,10,100,533.307,53.3307,8,0.8888888889,0,6,2,25,5,15,16,100,421.219048,7.020317467,26.3261905,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0
120177,F7S1111-117,BAU,Delay,0,0,0,1,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,0,1,686,Distinguished Learner,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,6,173,1,1,DAVES CREEK,,,179,1,0.97,0.01,96.65,1,1.2,176.8,0,1,SFMS,,,178,1,0.99,0,99.33,13,13,1,8,80,3,4,1,10,100,1135.997,113.5997,7,0.7777777778,2,3,2,20,4,8,16,100,609.366798,10.1561133,38.08542488,7,70,2,4,1,10,100,687.68,68.768,6,0.6666666667,2,2,2,11,16,100,535.486742,8.924779033,33.46792138,5,50,1,3,1,10,100,470.731,47.0731,11,1.222222222,4,4,3,17,3.4,7,16,100,466.675984,7.777933067,29.167249,6,60,2,3,1,10,100,519.348,51.9348,6,16,100,34.351802,0.5725300333,2.146987625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120317,F7S1111-118,ASSISTments,Instant,0,0,1,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,0,1,617,Distinguished Learner,566,Proficient Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,2,1,DAVES CREEK,,,179,1,0.98,0.01,98.32,1,1.27,176.73,0.82,1,SFMS,,,178,1,0.99,0,99.29,12,12,0.9230769231,7,70,3,2,2,10,100,7244.846,724.4846,25,2.777777778,8,9,8,15,3,5,16,100,132.662579,2.211042983,8.291411188,7,70,3,2,2,10,100,422.625,42.2625,23,2.555555556,5,9,9,9,16,100,279.970665,4.66617775,17.49816656,6,60,3,3,0,10,100,307.232,30.7232,22,2.444444444,5,9,8,14,2.8,10,16,100,188.948081,3.149134683,11.80925506,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
120831,F7S1111-119,FH2T,FH2T,1,0,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,1,0,725,Distinguished Learner,644,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,3,176,3,1,BROOKWOOD,,,179,1,0.98,0.02,98.32,1,0,178,0,1,SFMS,,,178,1,1,0,100,13,13,1,10,100,3,4,3,10,100,186.038,18.6038,15,1.666666667,2,6,7,21,4.2,14,16,100,200.257092,3.3376182,12.51606825,10,100,3,4,3,10,100,169.967,16.9967,18,2,3,7,8,15,16,100,281.061529,4.684358817,17.56634556,9,90,3,4,2,10,100,130.571,13.0571,18,2,3,6,9,25,5,15,16,100,178.419685,2.973661417,11.15123031,10,100,3,4,3,10,100,140.241,14.0241,14,16,100,170.332935,2.83888225,10.64580844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120860,F7S1111-120,Dragon,DragonBox,0,1,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,1,0,678,Distinguished Learner,671,Distinguished Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,178,0,1,DAVES CREEK,,,179,1,0.99,0,99.44,1,0,178,0,1,SFMS,,,178,1,1,0,100,13,13,1,9,90,3,3,3,10,100,338.071,33.8071,13,1.444444444,2,6,5,16,3.2,12,16,100,225.040279,3.750671317,14.06501744,9,90,3,3,3,10,100,322.918,32.2918,10,1.111111111,1,5,4,14,16,100,331.86078,5.531013,20.74129875,7,70,2,2,3,10,100,374.069,37.4069,12,1.333333333,3,5,4,16,3.2,14,16,100,272.172403,4.536206717,17.01077519,7,70,3,2,2,10,100,258.03,25.803,11,16,100,228.934944,3.8155824,14.308434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122062,F7S1111-122,ASSISTments,Instant,0,0,1,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,0,1,648,Distinguished Learner,740,Distinguished Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,10,169,7,1,DAVES CREEK,,,179,1,0.94,0.04,94.41,1,0.34,177.66,0.34,1,SFMS,,,178,1,1,0,99.81,12,12,0.9230769231,9,90,3,4,2,10,100,2241.281,224.1281,7,0.7777777778,1,3,3,19,3.8,15,16,100,338.243488,5.637391467,21.140218,7,70,1,4,2,10,100,612.139,61.2139,5,0.5555555556,0,3,2,14,16,100,258.766017,4.31276695,16.17287606,9,90,3,4,2,10,100,338.326,33.8326,5,0.5555555556,0,3,2,20,4,14,16,100,587.675622,9.7945937,36.72972638,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
123700,F7S1111-123,Dragon,DragonBox,0,1,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,1,0,725,Distinguished Learner,740,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,2,177,1,1,DAVES CREEK,,,179,1,0.99,0.01,98.88,1,0.46,177.54,0,1,SFMS,,,178,1,1,0,99.74,12,12,0.9230769231,9,90,2,4,3,10,100,467.737,46.7737,6,0.6666666667,0,3,3,25,5,11,16,100,328.035334,5.467255567,20.50220838,9,90,3,3,3,10,100,478.876,47.8876,7,0.7777777778,1,0,6,10,16,100,268.110805,4.468513417,16.75692531,10,100,3,4,3,10,100,306.036,30.6036,7,0.7777777778,0,3,4,25,5,14,16,100,301.656223,5.027603717,18.85351394,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
124117,F7S1111-124,ASSISTments,Instant,0,0,1,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,0,1,592,Distinguished Learner,644,Distinguished Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,3,1,BROOKWOOD,,,179,1,0.98,0.02,98.32,1,2.68,175.32,2.57,1,SFMS,,,178,1,0.98,0.01,98.49,12,12,0.9230769231,9,90,2,4,3,10,100,996.011,99.6011,11,1.222222222,3,2,6,16,3.2,13,16,100,617.491039,10.29151732,38.59318994,7,70,2,3,2,10,100,684.864,68.4864,11,1.222222222,2,4,5,9,16,100,548.246976,9.1374496,34.265436,8,80,2,3,3,10,100,1294.121,129.4121,14,1.555555556,4,3,7,15,3,7,16,100,762.949119,12.71581865,47.68431994,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
125419,F7S1111-127,FH2T,FH2T,1,0,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,1,Y,0,1,654,Distinguished Learner,618,Distinguished Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,10,167,2,1,DAVES CREEK,,,177,0.99,0.93,0.01,94.35,1,7.47,170.53,7.47,1,SFMS,,,178,1,0.96,0.04,95.8,12,11,0.8461538462,10,100,3,4,3,10,100,719.054,71.9054,6,0.6666666667,0,2,4,22,4.4,7,16,100,2553.084743,42.55141238,159.5677964,10,100,3,4,3,10,100,784.216,78.4216,3,0.3333333333,0,1,2,11,16,100,342.048751,5.700812517,21.37804694,9,90,3,4,2,10,100,385.011,38.5011,,,,,,,,7,12,75,132.108094,2.201801567,11.00900783,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
125618,F7S1111-128,Dragon,DragonBox,0,1,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,1,0,678,Distinguished Learner,740,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,1,178,1,1,SHARON,,,179,1,0.99,0.01,99.44,1,1.25,176.75,1.16,1,SFMS,,,178,1,0.99,0.01,99.3,12,12,0.9230769231,10,100,3,4,3,10,100,563.993,56.3993,18,2,4,7,7,21,4.2,13,16,100,387.37773,6.4562955,24.21110813,10,100,3,4,3,10,100,680.977,68.0977,17,1.888888889,4,7,6,15,16,100,363.643839,6.06073065,22.72773994,10,100,3,4,3,10,100,575.215,57.5215,12,1.333333333,0,9,3,25,5,11,16,100,450.449594,7.507493233,28.15309963,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
128624,F7S1111-136,FH2T,FH2T,1,0,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,1,0,725,Distinguished Learner,691,Distinguished Learner,,0,0,0,1,0,0,0,0,0,0,,,0,0,1,0,179,0,1,DAVES CREEK,,,179,1,1,0,100,1,1.05,166.95,1.05,1,SFMS,,,168,0.94,0.94,0.01,99.38,12,12,0.9230769231,10,100,3,4,3,10,100,379.712,37.9712,8,0.8888888889,1,5,2,18,3.6,13,16,100,363.162564,6.0527094,22.69766025,9,90,2,4,3,10,100,252.66,25.266,9,1,1,3,5,13,16,100,236.260498,3.937674967,14.76628113,10,100,3,4,3,10,100,353.133,35.3133,6,0.6666666667,0,3,3,21,4.2,12,16,100,322.875863,5.381264383,20.17974144,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
131724,F7S1111-141,FH2T,FH2T,1,0,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,0,1,621,Distinguished Learner,672,Distinguished Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,178,1,1,BIG CREEK,,,179,1,0.99,0.01,99.44,1,0.34,177.66,0,1,SFMS,,,178,1,1,0,99.81,12,12,0.9230769231,8,80,3,4,1,10,100,566.41,56.641,13,1.444444444,2,8,3,15,3,13,16,100,450.833651,7.513894183,28.17710319,8,80,3,3,2,10,100,499.19,49.919,17,1.888888889,3,8,6,9,16,100,239.039351,3.983989183,14.93995944,8,80,2,4,2,10,100,674.59,67.459,16,1.777777778,1,9,6,11,2.2,13,16,100,1453.737896,24.22896493,90.8586185,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
131859,F7S1111-142,FH2T,FH2T,1,0,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,0,1,678,Distinguished Learner,617,Distinguished Learner,,0,0,0,0,0,0,0,0,0,1,,,0,0,1,9,170,0,1,DAVES CREEK,,,179,1,0.95,0,94.97,1,0,178,0,1,SFMS,,,178,1,1,0,100,12,12,0.9230769231,10,100,3,4,3,10,100,531.797,53.1797,17,1.888888889,3,7,7,19,3.8,13,16,100,366.509718,6.1084953,22.90685738,10,100,3,4,3,10,100,400.206,40.0206,14,1.555555556,0,8,6,12,16,100,291.979759,4.866329317,18.24873494,9,90,3,4,2,10,100,373.331,37.3331,14,1.555555556,1,8,5,17,3.4,11,16,100,183.052605,3.05087675,11.44078781,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
132310,F7S1111-143,ASSISTments,Instant,0,0,1,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,1,0,686,Distinguished Learner,693,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,4,175,2,1,BIG CREEK,,,179,1,0.98,0.01,97.77,1,1.59,176.41,0,1,SFMS,,,178,1,0.99,0,99.11,12,12,0.9230769231,9,90,3,4,2,10,100,476.248,47.6248,6,0.6666666667,0,1,5,21,4.2,14,16,100,391.831239,6.53052065,24.48945244,10,100,3,4,3,10,100,342.464,34.2464,5,0.5555555556,0,0,5,15,16,100,303.567438,5.0594573,18.97296488,9,90,3,4,2,10,100,277.1,27.71,8,0.8888888889,0,3,5,21,4.2,16,16,100,381.872027,6.364533783,23.86700169,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
133971,F7S1111-145,Dragon,DragonBox,0,1,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,1,0,648,Distinguished Learner,671,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,2,177,0,1,SHARON,,,179,1,0.99,0,98.88,1,0.59,177.41,0,1,SFMS,,,178,1,1,0,99.67,12,12,0.9230769231,9,90,3,4,2,10,100,508.09,50.809,16,1.777777778,2,7,7,15,3,14,16,100,648.486825,10.80811375,40.53042656,9,90,3,4,2,10,100,496.902,49.6902,14,1.555555556,1,7,6,14,16,100,373.089713,6.218161883,23.31810706,9,90,3,4,2,10,100,368.76,36.876,19,2.111111111,5,7,7,19,3.8,13,16,100,414.909278,6.915154633,25.93182988,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
134146,F7S1111-146,ASSISTments,Instant,0,0,1,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,4,N,1,0,654,Distinguished Learner,626,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,0,179,0,1,BROOKWOOD,,,179,1,1,0,100,1,1.16,176.84,0,1,SFMS,,,178,1,0.99,0,99.35,13,13,1,10,100,3,4,3,10,100,224.191,22.4191,17,1.888888889,3,7,7,16,3.2,13,16,100,425.256225,7.08760375,26.57851406,9,90,2,4,3,10,100,236.326,23.6326,14,1.555555556,3,6,5,14,16,100,431.669796,7.1944966,26.97936225,10,100,3,4,3,10,100,336.946,33.6946,18,2,6,6,6,13,2.6,10,16,100,221.504969,3.691749483,13.84406056,10,100,3,4,3,10,100,150.45,15.045,13,16,100,252.640406,4.210673433,15.79002538,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134928,F7S1111-147,BAU,Delay,0,0,0,1,S11,1,F7T1111,F7T1111-1,81,S09,F7T0902,F7T0902-5,16,Accelerated Mathematics,VIRTUAL_INPERSON,0,0,0,1,1,3,N,1,0,609,Distinguished Learner,644,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,5,174,3,1,BIG CREEK,,,179,1,0.97,0.02,97.21,1,0.82,177.18,0,1,SFMS,,,178,1,1,0,99.54,9,9,0.6923076923,10,100,3,4,3,10,100,596.83,59.683,18,2,6,7,5,17,3.4,12,16,100,245.379742,4.089662367,15.33623388,2,20,0,1,1,10,100,23.852,2.3852,20,2.222222222,8,5,7,7,16,100,13.680086,0.2280014333,0.855005375,4,40,1,2,1,10,100,25.811,2.5811,16,1.777777778,5,3,8,20,4,6,16,100,55.064491,0.9177415167,3.441530688,2,20,0,1,1,10,100,32.769,3.2769,4,16,100,20.942986,0.3490497667,1.308936625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
135104,F7S1111-148,FH2T,FH2T,1,0,0,0,S11,1,F7T1111,F7T1111-1,81,S09,F7T0902,F7T0902-5,16,Accelerated Mathematics,VIRTUAL_INPERSON,0,0,0,1,1,3,N,1,0,607,Distinguished Learner,672,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,3,176,0,1,BIG CREEK,,,179,1,0.98,0,98.32,1,2.34,175.66,1.06,1,SFMS,,,178,1,0.99,0.01,98.69,8,6,0.4615384615,10,100,3,4,3,10,100,587.24,58.724,10,1.111111111,5,0,5,20,4,12,16,100,415.961219,6.932686983,25.99757619,9,90,3,4,2,10,100,480.105,48.0105,8,0.8888888889,2,1,5,13,16,100,297.221717,4.953695283,18.57635731,7,70,2,3,2,7,70,385.689,55.09842857,,,,,,,,6,8,50,136.167098,2.269451633,17.02088725,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
135797,F7S1111-150,FH2T,FH2T,1,0,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,0,1,648,Distinguished Learner,740,Distinguished Learner,,0,0,0,0,0,0,1,0,0,0,,,0,0,1,6,173,1,1,DAVES CREEK,,,179,1,0.97,0.01,96.65,1,0.82,177.18,0.82,1,SFMS,,,178,1,1,0,99.54,12,12,0.9230769231,9,90,3,4,2,10,100,180.692,18.0692,15,1.666666667,3,6,6,15,3,15,16,100,310.2095,5.170158333,19.38809375,9,90,3,4,2,10,100,200.502,20.0502,16,1.777777778,5,6,5,16,16,100,262.96133,4.382688833,16.43508313,9,90,3,4,2,10,100,260.181,26.0181,11,1.222222222,3,5,3,15,3,15,16,100,328.436686,5.473944767,20.52729288,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
136707,F7S1111-151,Dragon,DragonBox,0,1,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,1,0,609,Distinguished Learner,693,Distinguished Learner,,0,0,0,0,0,0,0,0,0,1,,,0,0,1,8,171,6,1,SHILOH POINT,,,179,1,0.96,0.03,95.53,1,1.11,176.89,0.29,1,SFMS,,,178,1,0.99,0,99.38,12,12,0.9230769231,9,90,3,4,2,10,100,336.14,33.614,7,0.7777777778,3,2,2,21,4.2,13,16,100,318.404766,5.3067461,19.90029788,7,70,3,3,1,10,100,369.267,36.9267,5,0.5555555556,1,2,2,8,16,100,776.839281,12.94732135,48.55245506,8,80,2,3,3,10,100,314.633,31.4633,9,1,3,2,4,22,4.4,9,16,100,220.959857,3.682664283,13.80999106,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
137057,F7S1111-152,FH2T,FH2T,1,0,0,0,S11,1,F7T1111,F7T1111-1,81,S11,F7T1111,F7T1111-1,81,Accelerated Math - Virtual,VIRTUAL,0,1,0,0,1,3,N,0,1,609,Distinguished Learner,580,Distinguished Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,1,1,BIG CREEK,,,179,1,0.98,0.01,98.32,1,1.75,176.25,1.64,1,SFMS,,,178,1,0.99,0.01,99.02,12,12,0.9230769231,9,90,3,4,2,10,100,702.546,70.2546,6,0.6666666667,0,1,5,19,3.8,9,16,100,404.092482,6.7348747,25.25578013,8,80,3,3,2,10,100,590.539,59.0539,8,0.8888888889,0,3,5,13,16,100,291.002481,4.85004135,18.18765506,10,100,3,4,3,10,100,440.796,44.0796,5,0.5555555556,0,1,4,15,3,12,16,100,318.514998,5.3085833,19.90718738,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
