student_number,student_id,rdm_condition,condition_assignment,FH2T,DragonBox,Instant,Delay,initial_school_id,virtual,initial_teacher_id,initial_teacher_class,initial_section_number,final_school_id,final_teacher_id,final_teacher_class,final_section_number,courseName,movement,stay_INPERSON,stay_VIRTUAL,INP_VIR,VIR_INP,KEEP,student_raceEthnicityFed,student_hispanicEthnicity,FEMALE,MALE,ScaleScore_5th grade,PerformanceLevel_5th grade,Scale.Score_7th.grade,Performance.Level_7th.grade,math_score_7th.grade,EIP,EL_PARENT_DENIED,ESOL_C,ESOL_FORMER,ESOL,GIFTED,IEP,IST,LEPM1,LEPM2,LEPM3,LEPM4,SECTION504,SST,IN5,AbsentDays5,PresentDays5,UnexcusedDays5,MOBILE5,G5SCHOOL,G5SCHOOL2,G5SCHOOL3,MEMBERSHIPDAYS5,ADM5,ADA5,Absencesavg.Daily5,PercentInAttendance5,IN6,AbsentDays6,PresentDays6,UnexcusedDays6,MOBILE6,G6SCHOOL,G6SCHOOL2,G6SCHOOL3,MEMBERSHIPDAYS6,ADM6,ADA6,Absencesavg.Daily6,PercentInAttendance6,fidelity_started_sum,fidelity_complete_sum,fidelity_complete_percent,pre.total_math_score,pre.percentage_math_score,pre.sub_P_score,pre.sub_C_score,pre.sub_F_score,pre.math_completed_num,pre.math_completed_percent,pre.total_time_on_tasks,pre.avg_time_on_tasks,pre_MA_total_score,pre_MA_avg_score,pre_negative_reaction_score,pre_numerical_confindence_score,pre_worry_score,pre_MSE_total_score,pre_MSE_avg_score,pre_PS_tasks_total_score,pre_PS_completed_num,pre_PS_completed_percent,pre_PS_total_RT_sec,pre_PS_total_RT_min,pre_PS_avg_RT_sec,mid.total_math_score,mid.percentage_math_score,mid.sub_P_score,mid.sub_C_score,mid.sub_F_score,mid.math_completed_num,mid.math_completed_percent,mid.total_time_on_tasks,mid.avg_time_on_tasks,mid_MA_total_score,mid_MA_avg_score,mid_negative_reaction_score,mid_numerical_confindence_score,mid_worry_score,mid_PS_tasks_total_score,mid_PS_completed_num,mid_PS_completed_percent,mid_PS_total_RT_sec,mid_PS_total_RT_min,mid_PS_avg_RT_sec,post.total_math_score,post.percentage_math_score,post.sub_P_score,post.sub_C_score,post.sub_F_score,post.math_completed_num,post.math_completed_percent,post.total_time_on_tasks,post.avg_time_on_tasks,post_MA_total_score,post_MA_avg_score,post_negative_reaction_score,post_numerical_confindence_score,post_worry_score,post_MSE_total_score,post_MSE_avg_score,post_PS_tasks_total_score,post_PS_completed_num,post_PS_completed_percent,post_PS_total_RT_sec,post_PS_total_RT_min,post_PS_avg_RT_sec,delayed.total_math_score,delayed.percentage_math_score,delayed.sub_P_score,delayed.sub_C_score,delayed.sub_F_score,delayed.math_completed_num,delayed.math_completed_percent,delayed.total_time_on_tasks,delayed.avg_time_on_tasks,delayed_PS_tasks_total_score,delayed_PS_completed_num,delayed_PS_completed_percent,delayed_PS_total_RT_sec,delayed_PS_total_RT_min,delayed_PS_avg_RT_sec,started_intro_survey,complete_intro_survey,started_assignment_2,complete_assignment_2,started_assignment_3,complete_assignment_3,started_assignment_4,complete_assignment_4,started_assignment_5,complete_assignment_5,started_common_mid,complete_common_mid,started_assignment_7,complete_assignment_7,started_assignment_8,complete_assignment_8,started_assignment_9,complete_assignment_9,started_assignment_10,complete_assignment_10,started_assignment_11,complete_assignment_11,started_closing_survey,complete_closing_survey,started_delayed_posttest,complete_delayed_posttest
121329,F7S0501-230,BAU,Delay,0,0,0,1,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,617,Distinguished Learner,591,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,3,176,3,1,COAL MTN,,,179,1,0.98,0.02,98.32,1,2.82,175.18,2.44,1,NFMS,,,178,1,0.98,0.01,98.42,7,6,0.4615384615,6,60,2,3,1,10,100,403.213,40.3213,1,0.1111111111,1,0,0,25,5,10,16,100,159.419594,2.656993233,9.963724625,,,,,,,,,,,,,,,,,,,,,5,50,1,3,1,10,100,210.131,21.0131,1,0.1111111111,1,0,0,25,5,8,16,100,270.086888,4.501448133,16.8804305,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0
123181,F7S0501-303,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-2,16,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,573,Proficient Learner,644,Distinguished Learner,91,0,0,0,0,0,0,0,0,0,0,,,0,0,1,10,169,3,2,SILVER CITY,CUMMING,,179,1,0.94,0.02,94.41,1,3.6,174.4,0,1,NFMS,,,178,1,0.98,0,97.98,13,12,0.9230769231,7,70,3,2,2,10,100,960.866,96.0866,14,1.555555556,1,6,7,9,1.8,7,16,100,323.327138,5.388785633,20.20794613,8,80,3,3,2,10,100,2656.664,265.6664,19,2.111111111,5,6,8,8,16,100,411.10177,6.851696167,25.69386063,8,80,3,3,2,10,100,608.672,60.8672,14,1.555555556,4,3,7,15,3,10,16,100,310.818652,5.180310867,19.42616575,8,80,2,3,3,10,100,550.651,55.0651,11,16,100,210.038918,3.500648633,13.12743238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
123483,F7S0501-304,BAU,Delay,0,0,0,1,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,585,Distinguished Learner,,,90,0,0,0,0,0,0,0,0,0,0,,,0,0,1,21,158,5,1,COAL MTN,,,179,1,0.88,0.03,88.27,1,20.07,157.93,2.12,1,NFMS,,,178,1,0.89,0.01,88.72,12,12,0.9230769231,6,60,1,3,2,10,100,902.964,90.2964,5,0.5555555556,1,3,1,23,4.6,8,16,100,467.060355,7.78433925,29.19127219,8,80,3,3,2,10,100,489.567,48.9567,5,0.5555555556,0,4,1,6,16,100,182.100037,3.035000617,11.38125231,3,30,1,2,0,10,100,34.973,3.4973,2,0.2222222222,0,2,0,23,4.6,8,16,100,20.494045,0.3415674167,1.280877813,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
123998,F7S0501-306,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-4,15,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,654,Distinguished Learner,570,Proficient Learner,90,0,0,0,0,0,1,0,0,0,0,,,0,0,1,0,179,0,1,SILVER CITY,,,179,1,1,0,100,1,7.17,170.83,3.53,1,NFMS,,,178,1,0.96,0.02,95.97,13,13,1,6,60,2,2,2,10,100,440.897,44.0897,10,1.111111111,0,5,5,20,4,11,16,100,283.930519,4.732175317,17.74565744,9,90,3,4,2,10,100,574.016,57.4016,10,1.111111111,0,7,3,7,16,100,165.862809,2.76438015,10.36642556,7,70,3,2,2,10,100,442.556,44.2556,11,1.222222222,1,6,4,19,3.8,7,16,100,195.235311,3.25392185,12.20220694,8,80,3,3,2,10,100,493.341,49.3341,13,16,100,193.241498,3.220691633,12.07759363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125411,F7S0501-307,Dragon,DragonBox,0,1,0,0,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,725,Distinguished Learner,635,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,6,173,5,1,COAL MTN,,,179,1,0.97,0.03,96.65,1,1.33,176.67,1.33,1,NFMS,,,178,1,0.99,0.01,99.25,12,12,0.9230769231,8,80,2,3,3,10,100,728.704,72.8704,1,0.1111111111,0,0,1,25,5,13,16,100,419.226305,6.987105083,26.20164406,9,90,3,4,2,10,100,491.442,49.1442,2,0.2222222222,0,0,2,15,16,100,387.682969,6.461382817,24.23018556,10,100,3,4,3,10,100,414.523,41.4523,0,0,0,0,0,25,5,8,16,100,106.4699,1.774498333,6.65436875,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
127821,F7S0501-309,BAU,Delay,0,0,0,1,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,579,Proficient Learner,,,90,0,0,0,0,0,0,0,0,0,0,,,0,0,1,8,171,2,1,COAL MTN,,,179,1,0.96,0.01,95.53,1,15.33,162.67,2.83,1,NFMS,,,178,1,0.91,0.02,91.39,13,13,1,2,20,1,0,1,10,100,337.262,33.7262,20,2.222222222,6,6,8,15,3,8,16,100,371.688272,6.194804533,23.230517,6,60,2,2,2,10,100,345.616,34.5616,20,2.222222222,6,5,9,7,16,100,76.527926,1.275465433,4.782995375,4,40,1,1,2,10,100,47.539,4.7539,18,2,3,6,9,14,2.8,7,16,100,32.379125,0.5396520833,2.023695313,6,60,1,2,3,10,100,169.751,16.9751,7,16,100,136.854613,2.280910217,8.553413313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128287,F7S0501-310,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-2,16,Mathematics,INPERSON,1,0,0,0,1,1,Y,1,0,600,Distinguished Learner,570,Proficient Learner,88,0,0,0,0,0,1,0,0,0,0,,,0,0,1,2,177,0,1,CHESTATEE,,,179,1,0.99,0,98.88,1,6,172,4.85,1,NFMS,,,178,1,0.97,0.03,96.63,13,13,1,6,60,2,2,2,10,100,517.639,51.7639,17,1.888888889,5,4,8,21,4.2,5,16,100,237.622691,3.960378183,14.85141819,8,80,3,3,2,10,100,633.113,63.3113,15,1.666666667,2,5,8,11,16,100,259.774952,4.329582533,16.2359345,6,60,2,4,0,10,100,367.5,36.75,13,1.444444444,2,3,8,17,3.4,4,16,100,42.768218,0.7128036333,2.673013625,3,30,0,2,1,10,100,158.237,15.8237,5,16,100,93.685208,1.561420133,5.8553255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133823,F7S0501-311,ASSISTments,Instant,0,0,1,0,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-2,16,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,556,Proficient Learner,548,Proficient Learner,84,0,0,0,0,0,0,0,0,0,0,,,0,0,1,6,173,5,1,SILVER CITY,,,179,1,0.97,0.03,96.65,1,1.8,176.2,1.8,1,NFMS,,,178,1,0.99,0.01,98.99,13,13,1,4,40,1,2,1,10,100,560.776,56.0776,21,2.333333333,4,9,8,7,1.4,7,16,100,488.444108,8.140735133,30.52775675,4,40,1,2,1,10,100,727.689,72.7689,25,2.777777778,8,9,8,9,16,100,341.331251,5.688854183,21.33320319,3,30,1,2,0,10,100,140.624,14.0624,27,3,9,9,9,14,2.8,5,16,100,59.916604,0.9986100667,3.74478775,2,20,1,1,0,10,100,219.544,21.9544,5,16,100,132.793459,2.213224317,8.299591188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133824,F7S0501-312,Dragon,DragonBox,0,1,0,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,564,Proficient Learner,597,Distinguished Learner,92,0,0,0,0,0,0,0,0,0,0,,,0,0,1,6,173,4,1,SILVER CITY,,,179,1,0.97,0.02,96.65,1,2.83,175.17,2.7,1,NFMS,,,178,1,0.98,0.02,98.41,11,11,0.8461538462,3,30,1,1,1,10,100,297.491,29.7491,24,2.666666667,7,9,8,15,3,7,16,100,265.803759,4.43006265,16.61273494,7,70,3,3,1,10,100,605.703,60.5703,18,2,2,9,7,9,16,100,277.000277,4.616671283,17.31251731,4,40,1,2,1,10,100,728.547,72.8547,19,2.111111111,3,9,7,20,4,7,16,100,238.252869,3.97088115,14.89080431,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
136193,F7S0501-313,ASSISTments,Instant,0,0,1,0,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,648,Distinguished Learner,597,Distinguished Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,10,169,3,1,CHESTATEE,,,179,1,0.94,0.02,94.41,1,8.04,169.96,6.02,1,NFMS,,,178,1,0.95,0.03,95.48,13,10,0.7692307692,8,80,3,4,1,10,100,1153.646,115.3646,12,1.333333333,3,6,3,20,4,8,16,100,434.397166,7.239952767,27.14982288,8,80,2,3,3,10,100,729.181,72.9181,12,1.333333333,3,6,3,13,16,100,381.789468,6.3631578,23.86184175,6,60,2,3,1,10,100,296.75,29.675,14,1.555555556,5,6,3,20,4,6,16,100,209.982841,3.499714017,13.12392756,,,,,,0,0,0,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
140937,F7S0501-316,BAU,Delay,0,0,0,1,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,1,Y,1,0,635,Distinguished Learner,603,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,1,178,0,1,SILVER CITY,,,179,1,0.99,0,99.44,1,1.8,176.2,0,1,NFMS,,,178,1,0.99,0,98.99,13,12,0.9230769231,6,60,1,3,2,10,100,1374.682,137.4682,17,1.888888889,2,8,7,25,5,9,16,100,631.566795,10.52611325,39.47292469,10,100,3,4,3,10,100,838.343,83.8343,17,1.888888889,1,9,7,13,16,100,689.358018,11.4893003,43.08487613,10,100,3,4,3,10,100,490.275,49.0275,14,1.555555556,0,7,7,25,5,13,16,100,811.938698,13.53231163,50.74616863,10,100,3,4,3,10,100,827.067,82.7067,13,16,100,358.44156,5.974026,22.4025975,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
141933,F7S0501-317,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,617,Distinguished Learner,575,Proficient Learner,,0,0,0,0,0,1,1,0,0,0,,,0,0,1,0,179,0,1,SILVER CITY,,,179,1,1,0,100,1,0.51,177.49,0.25,1,NFMS,,,178,1,1,0,99.71,12,7,0.5384615385,9,90,2,4,3,10,100,751.849,75.1849,6,0.6666666667,2,0,4,24,4.8,12,16,100,436.049112,7.2674852,27.2530695,8,80,3,3,2,10,100,700.469,70.0469,5,0.5555555556,0,1,4,14,16,100,308.340334,5.139005567,19.27127088,9,90,3,3,3,9,90,649.905,72.21166667,,,,,,,,7,12,75,189.874205,3.164570083,15.82285042,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0
141946,F7S0501-318,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,566,Proficient Learner,,,82,0,0,0,0,0,0,0,0,0,0,,,1,0,1,8,171,3,1,COAL MTN,,,179,1,0.96,0.02,95.53,1,3.82,174.18,2.02,1,NFMS,,,178,1,0.98,0.01,97.85,12,9,0.6923076923,3,30,0,2,1,10,100,475.206,47.5206,20,2.222222222,4,8,8,19,3.8,7,16,100,394.855504,6.580925067,24.678469,,,,,,,,,,,,,,,,,,,,,10,100,3,4,3,10,100,397.106,39.7106,23,2.555555556,7,7,9,16,3.2,12,16,100,598.099225,9.968320417,37.38120156,4,40,1,1,2,10,100,931.7,93.17,12,16,100,294.5811,4.909685,18.41131875,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
149614,F7S0501-320,ASSISTments,Instant,0,0,1,0,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,592,Distinguished Learner,597,Distinguished Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,5,174,3,1,SILVER CITY,,,179,1,0.97,0.02,97.21,1,0.63,177.37,0,1,NFMS,,,178,1,1,0,99.65,13,12,0.9230769231,8,80,2,4,2,10,100,1060.311,106.0311,19,2.111111111,3,9,7,19,3.8,11,16,100,803.114625,13.38524375,50.19466406,8,80,3,4,1,10,100,498.036,49.8036,19,2.111111111,3,9,7,14,16,100,479.446001,7.990766683,29.96537506,8,80,2,4,2,10,100,1752.125,175.2125,24,2.666666667,7,8,9,18,3.6,10,16,100,504.514461,8.40857435,31.53215381,9,90,3,4,2,10,100,415.974,41.5974,9,16,100,179.921958,2.9986993,11.24512238,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
150890,F7S0501-321,ASSISTments,Instant,0,0,1,0,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-2,16,Mathematics,INPERSON,1,0,0,0,1,7,N,1,0,654,Distinguished Learner,560,Proficient Learner,88,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,179,0,1,COAL MTN,,,179,1,1,0,100,1,0.9,177.1,0.9,1,NFMS,,,178,1,0.99,0.01,99.49,13,12,0.9230769231,3,30,0,2,1,10,100,876.259,87.6259,12,1.333333333,1,6,5,19,3.8,7,16,100,526.545325,8.775755417,32.90908281,7,70,2,3,2,10,100,855.902,85.5902,18,2,3,6,9,5,16,100,343.458153,5.72430255,21.46613456,6,60,2,2,2,10,100,1553.793,155.3793,12,1.333333333,2,6,4,18,3.6,10,16,100,337.480773,5.62467955,21.09254831,10,100,3,4,3,10,100,503.655,50.3655,9,16,100,198.458552,3.307642533,12.4036595,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
151217,F7S0501-322,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,1,Y,0,1,678,Distinguished Learner,635,Distinguished Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,2,1,SETTLES BRIDGE,,,179,1,0.98,0.01,98.32,1,1.23,176.77,0.84,1,RMS,,,178,1,0.99,0,99.31,13,12,0.9230769231,7,70,2,3,2,10,100,627.614,62.7614,24,2.666666667,7,8,9,17,3.4,8,16,100,359.498011,5.991633517,22.46862569,9,90,2,4,3,10,100,1145.956,114.5956,20,2.222222222,4,8,8,13,16,100,569.876654,9.497944233,35.61729088,8,80,1,4,3,10,100,821.009,82.1009,18,2,3,9,6,19,3.8,7,16,100,132.909069,2.21515115,8.306816813,7,70,0,4,3,10,100,451.532,45.1532,6,16,100,174.088005,2.90146675,10.88050031,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
151703,F7S0501-323,ASSISTments,Instant,0,0,1,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,1,Y,0,1,566,Proficient Learner,565,Proficient Learner,89,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,179,0,1,COAL MTN,,,179,1,1,0,100,1,0,178,0,1,NFMS,,,178,1,1,0,100,13,12,0.9230769231,5,50,1,2,2,10,100,726.954,72.6954,8,0.8888888889,2,4,2,22,4.4,8,16,100,302.136134,5.035602233,18.88350838,7,70,3,3,1,10,100,312.982,31.2982,5,0.5555555556,2,1,2,8,16,100,168.215325,2.80358875,10.51345781,5,50,1,3,1,10,100,386.718,38.6718,7,0.7777777778,2,1,4,20,4,8,16,100,226.649088,3.7774848,14.165568,7,70,1,4,2,10,100,389.423,38.9423,12,16,100,196.343987,3.272399783,12.27149919,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
153295,F7S0501-324,BAU,Delay,0,0,0,1,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-4,15,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,578,Proficient Learner,575,Proficient Learner,86,0,0,0,0,0,0,0,0,0,0,,,0,0,1,6,173,5,1,CHESTATEE,,,179,1,0.97,0.03,96.65,1,2.7,175.3,1.8,1,NFMS,,,178,1,0.98,0.01,98.48,11,11,0.8461538462,2,20,0,0,2,10,100,810.798,81.0798,15,1.666666667,2,7,6,21,4.2,6,16,100,318.711805,5.311863417,19.91948781,9,90,3,3,3,10,100,582.974,58.2974,14,1.555555556,2,8,4,8,16,100,275.212216,4.586870267,17.2007635,6,60,2,3,1,10,100,498.872,49.8872,12,1.333333333,0,6,6,25,5,7,16,100,351.967597,5.866126617,21.99797481,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
158351,F7S0501-325,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,1,Y,1,0,609,Distinguished Learner,618,Distinguished Learner,96,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,122,1,1,COAL MTN,,,123,0.69,0.68,0.01,99.19,1,0.9,177.1,0.9,1,NFMS,,,178,1,0.99,0.01,99.49,13,13,1,7,70,3,3,1,10,100,899.924,89.9924,19,2.111111111,3,8,8,15,3,11,16,100,525.502169,8.758369483,32.84388556,6,60,1,2,3,10,100,684.03,68.403,15,1.666666667,2,6,7,10,16,100,294.037146,4.9006191,18.37732163,5,50,2,2,1,10,100,419.406,41.9406,17,1.888888889,2,9,6,19,3.8,8,16,100,293.274126,4.8879021,18.32963288,7,70,3,2,2,10,100,420.889,42.0889,10,16,100,260.525994,4.3420999,16.28287463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160827,F7S0501-326,Dragon,DragonBox,0,1,0,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,,,570,Proficient Learner,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,178,0,1,NFMS,,,178,1,1,0,100,13,10,0.7692307692,8,80,2,3,3,10,100,1068.057,106.8057,3,0.3333333333,0,0,3,25,5,11,16,100,883.582329,14.72637215,55.22389556,4,40,2,0,2,5,50,206.609,41.3218,,,,,,7,8,50,89.410611,1.49017685,11.17632638,7,70,2,3,2,10,100,612.485,61.2485,5,0.5555555556,0,1,4,25,5,12,16,100,356.938328,5.948972133,22.3086455,7,70,3,2,2,10,100,739.157,73.9157,10,16,100,320.234198,5.337236633,20.01463738,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
163704,F7S0501-328,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,1,Y,0,1,,,625,Distinguished Learner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.9,174.1,2.66,1,NFMS,,,178,1,0.98,0.01,97.81,13,12,0.9230769231,7,70,2,4,1,10,100,692.744,69.2744,9,1,1,4,4,22,4.4,6,16,100,555.636168,9.2606028,34.7272605,9,90,3,4,2,10,100,1132.456,113.2456,9,1,0,4,5,12,16,100,236.079818,3.934663633,14.75498863,6,60,2,3,1,10,100,477.855,47.7855,13,1.444444444,0,8,5,17,3.4,8,16,100,365.447792,6.090796533,22.840487,7,70,3,2,2,10,100,595.566,59.5566,10,16,100,213.977829,3.56629715,13.37361431,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
102745,F7S0502-101,ASSISTments,Instant,0,0,1,0,S05,0,F7T0502,F7T0502-5,26,S05,F7T0502,F7T0502-5,26,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,519,Developing Learner,508,Developing Learner,93,0,0,0,0,0,0,1,0,0,0,,,0,0,1,1,178,0,1,SILVER CITY,,,179,1,0.99,0,99.44,1,0,178,0,1,NFMS,,,178,1,1,0,100,13,13,1,1,10,1,0,0,10,100,297.109,29.7109,14,1.555555556,2,5,7,16,3.2,6,16,100,286.656878,4.777614633,17.91605488,3,30,1,1,1,10,100,649.652,64.9652,7,0.7777777778,0,2,5,10,16,100,126.024307,2.100405117,7.876519188,3,30,1,0,2,10,100,214.77,21.477,10,1.111111111,1,1,8,20,4,6,16,100,182.372472,3.0395412,11.3982795,2,20,1,1,0,10,100,264.518,26.4518,8,16,100,131.099604,2.1849934,8.19372525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105125,F7S0502-102,Dragon,DragonBox,0,1,0,0,S05,0,F7T0502,F7T0502-1,14,S05,F7T0502,F7T0502-1,14,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,484,Developing Learner,,,85,0,0,0,0,0,0,1,0,0,0,,,0,0,1,5,174,0,1,COAL MTN,,,179,1,0.97,0,97.21,1,1.68,176.32,1.03,1,NFMS,,,178,1,0.99,0.01,99.06,13,12,0.9230769231,3,30,1,1,1,10,100,253.936,25.3936,3,0.3333333333,0,3,0,14,2.8,2,16,100,117.386963,1.956449383,7.336685188,3,30,1,1,1,10,100,637.756,63.7756,14,1.555555556,4,5,5,4,16,100,168.555016,2.809250267,10.5346885,5,50,2,1,2,10,100,793.629,79.3629,10,1.111111111,1,5,4,14,2.8,6,16,100,482.058282,8.0343047,30.12864263,1,10,1,0,0,10,100,431.384,43.1384,10,16,100,415.290422,6.921507033,25.95565138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
108970,F7S0502-103,FH2T,FH2T,1,0,0,0,S05,0,F7T0502,F7T0502-2,23,S05,F7T0502,F7T0502-2,23,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,561,Proficient Learner,,,91,0,0,0,0,0,0,0,0,0,0,,,0,0,1,24,155,10,1,SILVER CITY,,,179,1,0.87,0.06,86.59,1,13.62,164.38,3.6,1,NFMS,,,178,1,0.92,0.02,92.35,12,10,0.7692307692,4,40,1,2,1,10,100,761.803,76.1803,9,1,2,4,3,18,3.6,9,16,100,597.110623,9.951843717,37.31941394,5,50,0,3,2,10,100,765.418,76.5418,9,1,0,7,2,10,16,100,505.496919,8.42494865,31.59355744,5,50,1,3,1,10,100,1028.731,102.8731,10,1.111111111,1,9,0,16,3.2,6,16,100,453.626325,7.56043875,28.35164531,3,30,0,2,1,10,100,337.061,33.7061,7,16,100,252.386056,4.206434267,15.7741285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1
